,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0028313676951788208,0.0016140618233681688,0.0003112149227715276,0.008872016019113547,0.00010880537735245065,0.0001553149116550748,0.0004695956080096935,0.0021424394688934877,0.0008447931271625185,0.0007232396512627117,0.0016344508175247317,0.008374382365394352,-6.357323886276791e-06
2,0.00034221555866881194,7.837845706007364e-05,6.423303090394696e-05,0.0008538743656616208,2.576418784316479e-06,2.997284762446529e-05,0.0006864024468814635,0.0228379434816704,4.01116099978318e-05,0.0001322792165794748,0.00010887907952277575,0.0007962223059924524,4.038288359919764e-06
3,0.0009839687497188066,0.00044074535046816754,0.0001568007178113978,0.0027361793425501133,4.413468306187135e-05,5.457006526433676e-05,0.00015517164774825782,0.000873405606726936,0.00026382293509384544,0.00026274752895425753,0.0005399034845684289,0.002693758143189799,-6.937511950554217e-06
4,0.001792047426727748,0.6995017659147728,0.00012759475456300097,0.00263890311153405,1.098825075080112e-05,4.4218169047625916e-05,0.000853893809150515,0.024283687948346726,0.0001318386720681433,0.00024546574862642436,0.00020591521400564847,0.00274384176749423,3.490321573265045e-06
5,0.003644764648231489,0.0009519406867614401,0.00027551526116711093,0.005343022102959614,2.5966667891204018e-05,0.0001815289319625967,0.0017938826738540207,0.04867667846494297,0.0005307286756763763,0.0011174380884296801,0.0010939773761541895,0.007062157177671932,6.071160626143552e-06
6,0.0002442382421097368,4.615951985128548e-05,1.9444628526018817e-05,0.00024562371771713154,8.245714833514037e-08,3.209329571557163e-05,6.60774114226989e-05,0.00021548081850739174,4.479167141892996e-05,0.00020865342741870676,0.0001207224268851376,0.0005752560290494407,-3.67860849393612e-06
7,0.0005337983739352155,0.0001935767622176182,5.510557080058061e-05,0.0015384919797011313,2.181745457802059e-05,9.610154053502652e-05,0.0007719951752975473,0.024333185910561682,9.498966377896583e-05,0.00019999075929867029,0.0001826722526859199,0.002002025285811373,-5.2467639915509295e-06
8,0.9908558628212585,-8.759920846520908e-05,-0.0002841992974678131,6.326934265483416e-05,-1.6762227008848717e-05,-2.6047881210185598e-05,-0.0017140885093123494,-0.004197553022972671,3.850553432225282e-05,0.00011215327680913671,7.128998458241762e-05,0.0007738193787087961,-2.2666613315355083e-07
9,0.0017104896742496452,3.7069508628485663e-05,0.0062149570576374245,0.01148620957200886,4.0501183690150815e-05,0.0001496668423424019,0.005133911258648189,0.029212023000138573,2.4550089906654415e-05,3.330552894857599e-05,0.00013924524289072294,0.002833020862912374,-6.823247951754178e-06
10,0.0008212819872847619,0.00038634314867732494,0.0001509248318211444,0.002298176709675937,2.7838415094068744e-05,6.32958902721059e-05,0.00015309977721248496,0.000761974381825972,0.00020863891947589059,0.0002724626485822639,0.0003930524785968957,0.0024531820382038333,-6.654253281745634e-06
11,0.0005775708444354261,0.00036428482487769494,0.00010736107703710146,0.0018504717205153035,2.9362252237112173e-05,3.449512684986605e-05,0.00012648885419452125,0.0007017459381657204,0.00012103519887732675,0.00023186184346912853,0.000310487552486569,0.0015248546667529191,-1.0588596107208699e-06
