,0
0,0.29287587343784127
1,0.2778721964344517
2,0.26474914433560326
3,0.26212422231414945
4,0.2608744563474439
5,0.2616254722169813
6,0.2610004717286999
7,0.26200250346777476
8,0.2603781281750501
9,0.2617541439469312
10,0.2640045354021623
11,0.2623774258798539
12,0.2641277389659137
13,0.2613780502941603
14,0.26337812915161307
