,0,1,2,3,4,5
0,-0.06809124778800778,-0.029513392730037908,-0.029250700310915402,-0.15460207834858522,0.5278838490403892,-0.23760289401367835
1,-0.06665739487431588,-0.031190733914932395,-0.025561115467678995,-0.06006901869423645,1.9420829570900076,1.4988754167381306
2,-0.06394301602778531,-0.028371860143952307,-0.028039189800361547,-0.21214798678072774,-0.43034419283370967,0.0667131644893868
3,-0.07349848362725793,-0.03496387716932614,-0.03568414837572176,0.02411094651719871,1.3521715234735212,-0.435548933279702
4,-0.06397210508078259,-0.028415573539975123,-0.02808554172948963,-0.1866345277705721,-0.42593226450492816,0.057938403823922686
5,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
6,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
7,-0.06545247010029237,-0.031626955347915604,-0.031940362764918406,-0.06840732518110804,0.9043662489469572,-0.35554256350437624
8,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
9,-0.06165674836095787,-0.028315482441702865,-0.028003736983958073,-0.21952744667178997,-0.4414380632339951,0.08507814030731924
10,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
11,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
12,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
13,-0.06369212843515756,-0.03060571223646893,-0.03074783244615916,-0.12182490278081358,-0.017690521212735316,-0.050553262613773874
14,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
15,-0.06229553541220079,-0.03446377162161944,-0.036134909035584986,0.22856341914945488,1.4552905444669253,-0.4367419369796087
16,-0.06832812382889195,-0.03030145538296856,-0.030216436808085327,-0.1322245631839051,0.12585974718302542,-0.09159610154430115
17,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
18,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
19,-0.05076421991403586,-0.02743903277151177,-0.007050807867696975,-0.25444957431974774,-0.36937792267191927,0.8746710259443264
20,-0.06612926106461002,-0.02806327473010988,-0.027473577047438292,-0.2361982591020351,-0.4492458469245927,0.06154872914234682
21,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
22,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
23,-0.06689208136473412,-0.02861822401271469,-0.0281373239307849,-0.21270001812368527,-0.2902860125471441,0.005024093284319776
24,-0.06578865901805442,-0.02764803958366638,-0.026992123190382928,-0.24918087083731805,-0.538042328368446,0.0823693726797437
25,0.938014417301874,-0.029925889808816015,-0.07204335521599747,-0.14822065849936156,0.045194156189406365,-0.06107677890727747
26,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
27,-0.06722828744293043,-0.028955324448238468,-0.02855235298834287,-0.1967105015555707,-0.2433488365045444,-0.006215409486025343
28,-0.06604784573967643,-0.0289005321857581,-0.02716197000814616,-0.185072795442279,-0.014554163646349426,0.4911060957358508
29,-0.0717178457351161,-0.03339633958881904,-0.03399587812347832,0.97910105515887,1.7050962325256394,-0.6063950136961136
30,-0.065882254720354,-0.02790359777121765,-0.027338865834155585,-0.2346066146499651,-0.5073466836174795,0.07835588916975512
31,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
32,-0.06574080657289139,-0.027640220266550244,-0.026971382509775994,-0.2526110103758847,-0.5369471123406703,0.12234472722647885
33,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
34,-0.0657938443878403,-0.02777020980322749,-0.027155198874052572,-0.24588481134150694,-0.48945625775472246,0.07010724129572006
35,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
36,-0.06578865901805442,-0.02764803958366638,-0.026992123190382928,-0.24918087083731805,-0.538042328368446,0.0823693726797437
37,-0.0635027748935616,-0.027867889101649477,-0.02736307453318485,-0.23838073943991378,-0.5079281386075257,0.07692319190617554
38,-0.06558646006400659,-0.027427351037722845,-0.026729304538698238,-0.258855713355026,-0.5695502884314034,0.0893272046521605
39,-0.06585359129717976,-0.02775434693010496,-0.027188953083318326,-0.2167843442033922,-0.5190623743917633,0.07730024854232445
40,-0.0667821336755785,-0.028842867636061743,-0.028458814439969532,-0.2063130318116354,-0.20330056059651322,0.0004437575223635895
