,0,1
2138,1,2
2139,1,5
2140,1,0
2141,1,0
2142,1,2
2143,1,2
2144,1,2
2145,1,2
2146,0,4
2147,0,2
2148,1,4
2149,0,2
2150,0,3
2151,1,1
2152,1,6
2153,1,2
2154,0,2
2155,0,6
2156,1,2
2157,0,7
2158,0,2
2159,0,2
2160,1,5
2161,0,8
2162,0,2
2163,1,8
2164,1,8
2165,1,2
2166,0,0
2167,1,2
2168,0,0
2169,1,8
2170,0,4
2171,1,8
2172,1,7
2173,1,2
2174,0,9
2175,1,9
2176,0,7
2177,1,8
2178,1,1
2179,1,2
2180,1,4
2181,1,5
2182,1,2
2183,1,4
2184,0,9
2185,1,0
2186,0,2
2187,0,9
2188,0,4
2189,0,6
2190,1,2
2191,0,4
2192,1,3
2193,1,2
2194,1,8
2195,1,2
2196,0,2
2197,0,2
2198,0,9
2199,1,2
2200,0,2
2201,0,4
2202,0,2
2203,0,2
2204,1,5
2205,1,2
2206,0,0
2207,1,2
2208,1,1
2209,1,2
2210,1,0
2211,0,2
2212,0,0
2213,1,6
2214,0,2
2215,1,2
2216,1,9
2217,0,2
2218,0,4
2219,1,0
2220,1,2
2221,1,2
2222,1,3
2223,1,2
2224,1,1
2225,0,0
2226,1,1
2227,1,1
2228,0,2
2229,0,5
2230,0,2
2231,1,8
2232,0,2
2233,0,7
2234,0,2
2235,1,6
2236,0,2
2237,1,2
2238,0,2
2239,1,0
2240,0,7
2241,0,0
2242,0,2
2243,0,9
2244,1,8
2245,0,2
2246,1,1
2247,0,9
2248,1,1
2249,0,2
2250,0,7
2251,1,6
2252,1,2
2253,0,6
2254,0,3
2255,1,2
2256,0,4
2257,1,3
2258,1,5
2259,1,5
2260,0,9
2261,1,5
2262,1,6
2263,0,2
2264,1,2
2265,0,9
2266,1,8
2267,1,0
2268,1,1
2269,1,3
2270,1,2
2271,0,9
2272,0,2
2273,0,9
2274,1,2
2275,1,2
2276,1,8
2277,0,2
2278,0,2
2279,0,2
2280,0,3
2281,0,4
2282,0,2
2283,0,9
2284,0,4
2285,0,4
2286,1,0
2287,1,2
2288,1,2
2289,1,2
2290,1,2
2291,0,2
2292,0,5
2293,1,0
2294,1,8
2295,1,1
2296,1,9
2297,0,2
2298,1,2
2299,1,2
2300,0,2
2301,0,2
2302,1,2
2303,0,3
2304,0,2
2305,0,5
2306,1,5
2307,1,7
2308,1,6
2309,0,0
2310,1,0
2311,0,2
2312,0,9
2313,0,4
2314,1,0
2315,1,2
2316,1,7
2317,0,7
2318,1,2
2319,0,2
2320,0,4
2321,1,3
2322,0,9
2323,0,0
2324,0,4
2325,0,4
2326,1,8
2327,1,5
2328,0,2
2329,0,4
2330,1,2
2331,0,7
2332,0,5
2333,0,2
2334,0,9
2335,0,2
2336,0,2
2337,0,2
2338,0,2
2339,0,0
2340,1,2
2341,1,5
2342,1,1
2343,1,8
2344,1,0
2345,1,1
2346,1,8
2347,1,9
2348,0,2
2349,0,2
2350,0,9
2351,0,6
2352,1,2
2353,0,6
2354,1,2
2355,1,0
2356,1,6
2357,0,5
2358,1,6
2359,1,8
2360,1,2
2361,1,2
2362,0,2
2363,0,2
2364,0,4
2365,0,2
2366,1,1
2367,0,0
2368,1,2
2369,0,6
2370,1,2
2371,1,2
2372,0,2
2373,0,2
2374,1,2
2375,0,2
2376,0,2
2377,0,2
2378,0,2
2379,1,2
2380,0,2
2381,1,2
2382,1,9
2383,0,9
2384,0,0
2385,1,5
2386,1,8
2387,0,2
2388,0,9
2389,1,6
2390,1,8
2391,1,4
2392,0,9
2393,0,2
2394,1,6
2395,0,4
2396,0,9
2397,0,2
2398,0,2
2399,0,6
2400,1,2
2401,0,2
2402,0,2
2403,0,9
2404,1,2
2405,1,8
2406,1,2
2407,1,2
2408,1,1
2409,0,6
2410,0,7
2411,1,2
2412,0,0
2413,0,2
2414,1,2
2415,1,8
2416,0,2
2417,0,4
2418,1,0
2419,1,0
2420,1,2
2421,0,2
2422,0,2
2423,1,2
2424,1,6
2425,0,4
2426,1,0
2427,1,5
2428,0,0
2429,1,2
2430,0,0
2431,0,0
2432,1,2
2433,0,2
2434,0,2
2435,1,7
2436,0,9
2437,0,9
2438,1,2
2439,1,2
2440,0,2
2441,1,2
2442,1,9
2443,1,2
2444,0,0
2445,0,2
2446,1,8
2447,0,9
2448,1,0
2449,0,2
2450,0,2
2451,0,0
2452,1,5
2453,1,1
2454,1,3
2455,1,1
2456,0,2
2457,0,5
2458,0,9
2459,1,0
2460,1,1
2461,0,9
2462,0,7
2463,1,2
2464,1,6
2465,1,0
2466,0,0
2467,0,2
2468,0,2
2469,0,2
2470,1,2
2471,0,9
2472,0,2
2473,0,7
2474,1,8
2475,1,2
2476,0,7
2477,1,2
2478,0,2
2479,0,2
2480,1,7
2481,0,3
2482,1,2
2483,0,2
2484,1,2
2485,1,2
2486,0,3
2487,1,2
2488,0,2
2489,0,3
2490,0,9
2491,1,2
2492,0,0
2493,1,0
2494,0,2
2495,1,2
2496,0,2
2497,1,5
2498,1,2
2499,0,2
2500,1,7
2501,0,0
2502,1,2
2503,1,2
2504,0,2
2505,0,5
2506,1,1
2507,1,5
2508,1,0
2509,1,1
2510,0,2
2511,0,0
2512,1,2
2513,1,2
2514,1,2
2515,1,6
2516,1,0
2517,1,8
2518,1,2
2519,1,2
2520,0,2
2521,0,2
2522,1,2
2523,0,2
2524,0,2
2525,1,2
2526,0,4
2527,0,9
2528,1,2
2529,1,5
2530,1,2
2531,0,5
2532,0,8
2533,1,5
2534,1,2
2535,0,2
2536,0,9
2537,1,2
2538,0,9
2539,0,9
2540,1,0
2541,0,7
2542,0,9
2543,0,4
2544,1,2
2545,0,2
2546,1,0
2547,0,2
2548,1,0
2549,0,7
2550,0,9
2551,1,2
2552,1,6
2553,1,2
2554,0,9
2555,1,1
2556,1,1
2557,1,0
2558,1,2
2559,0,6
2560,1,8
2561,0,9
2562,1,0
2563,1,2
2564,1,5
2565,1,2
2566,0,2
2567,0,2
2568,0,9
2569,0,2
2570,0,4
2571,0,2
2572,0,2
2573,0,4
2574,0,4
2575,1,2
2576,0,9
2577,1,2
2578,1,7
2579,1,2
2580,1,8
2581,1,2
2582,0,2
2583,1,2
2584,0,2
2585,0,4
2586,1,2
2587,1,2
2588,1,6
2589,0,2
2590,1,5
2591,0,2
2592,0,0
2593,1,2
2594,0,2
2595,1,2
2596,1,2
2597,0,2
2598,0,4
2599,0,9
2600,1,2
2601,1,1
2602,0,5
2603,0,2
2604,1,4
2605,0,0
2606,1,8
2607,1,1
2608,1,8
2609,1,2
2610,1,5
2611,1,2
2612,1,3
2613,1,2
2614,1,2
2615,1,6
2616,0,5
2617,0,7
2618,1,2
2619,1,2
2620,0,2
2621,1,2
2622,1,2
2623,1,2
2624,0,4
2625,1,6
2626,0,2
2627,1,2
2628,1,5
2629,1,9
2630,1,2
2631,0,9
2632,0,0
2633,0,9
2634,1,5
2635,1,2
2636,0,2
2637,1,2
2638,0,4
2639,1,2
2640,0,3
2641,1,2
2642,0,9
2643,1,1
2644,1,8
2645,1,4
2646,0,2
2647,1,6
2648,1,0
2649,0,2
2650,1,6
2651,0,2
2652,1,2
2653,1,2
2654,0,2
2655,0,2
2656,0,6
2657,0,9
2658,0,9
2659,0,7
2660,1,2
2661,1,1
2662,0,4
2663,1,2
2664,1,0
2665,1,2
2666,0,2
2667,0,2
2668,0,4
2669,1,3
2670,0,2
2671,1,9
2672,1,2
2673,1,2
2674,0,2
2675,1,1
2676,1,2
2677,1,2
2678,1,2
2679,0,4
2680,1,7
2681,1,4
2682,1,0
2683,0,0
2684,1,2
2685,1,1
2686,1,2
2687,0,2
2688,1,0
2689,0,2
2690,1,8
2691,0,8
2692,1,2
2693,1,5
2694,0,9
2695,1,1
2696,1,6
2697,0,6
2698,1,6
2699,1,2
2700,0,2
2701,1,2
2702,1,2
2703,1,0
2704,0,9
2705,1,2
2706,1,6
2707,1,3
2708,0,2
2709,1,2
2710,1,8
2711,1,8
2712,0,4
2713,0,2
2714,1,2
2715,0,0
2716,1,2
2717,1,2
2718,0,5
2719,0,5
2720,1,7
2721,1,0
2722,0,2
2723,1,1
2724,1,5
2725,0,2
2726,1,0
2727,1,2
2728,0,2
2729,1,6
2730,0,0
2731,0,0
2732,0,2
2733,1,2
2734,1,4
2735,1,0
2736,1,4
2737,0,2
2738,1,2
2739,1,6
2740,0,9
2741,0,5
2742,0,8
2743,0,2
2744,0,0
2745,1,2
2746,1,1
2747,0,4
2748,1,2
2749,1,5
2750,1,5
2751,0,2
2752,1,8
2753,0,2
2754,0,9
2755,1,6
2756,0,3
2757,1,2
2758,1,0
2759,1,2
2760,0,9
2761,0,2
2762,0,9
2763,1,5
2764,0,2
2765,0,6
2766,1,2
2767,1,2
2768,1,2
2769,1,0
2770,0,9
2771,1,1
2772,1,7
2773,1,3
2774,1,2
2775,0,5
2776,0,5
2777,0,2
2778,1,6
2779,1,0
2780,0,2
2781,0,0
2782,1,2
2783,1,8
2784,0,2
2785,0,6
2786,1,1
2787,0,3
2788,1,2
2789,0,0
2790,1,1
2791,1,8
2792,0,5
2793,0,2
2794,1,6
2795,1,2
2796,1,2
2797,1,4
2798,0,4
2799,0,9
2800,1,0
2801,0,0
2802,1,2
2803,1,8
2804,1,2
2805,1,5
2806,1,2
2807,1,1
2808,0,2
2809,0,2
2810,0,2
2811,1,0
2812,0,0
2813,1,1
2814,0,2
2815,1,5
2816,0,7
2817,0,0
2818,1,2
2819,1,1
2820,0,2
2821,1,2
2822,0,2
2823,1,8
2824,1,0
2825,1,6
2826,1,0
2827,0,2
2828,1,2
2829,1,2
2830,0,2
2831,0,4
2832,0,0
2833,0,9
2834,1,0
2835,0,5
2836,1,8
2837,1,2
2838,0,4
2839,0,7
2840,0,4
2841,1,0
2842,0,5
2843,1,2
2844,1,2
2845,1,2
2846,1,7
2847,0,9
2848,0,2
2849,0,9
2850,1,6
2851,0,2
2852,1,1
2853,0,2
2854,0,0
2855,1,5
2856,1,2
2857,0,6
2858,0,2
2859,1,2
2860,1,1
2861,0,2
2862,0,2
2863,1,2
2864,1,7
2865,0,2
2866,1,5
2867,0,6
2868,1,9
2869,0,2
2870,1,5
2871,1,2
2872,1,2
2873,0,4
2874,0,2
2875,0,9
2876,0,4
2877,1,2
2878,0,3
2879,1,2
2880,0,2
2881,0,3
2882,0,6
2883,0,4
2884,1,0
2885,1,5
2886,0,9
2887,0,2
2888,1,7
2889,0,5
2890,0,9
2891,1,2
2892,1,1
2893,1,2
2894,1,5
2895,1,2
2896,1,2
2897,0,2
2898,1,2
2899,1,0
2900,0,2
2901,1,2
2902,1,1
2903,1,8
2904,0,2
2905,0,2
2906,0,4
2907,1,8
2908,1,2
2909,0,5
2910,1,0
2911,1,6
2912,0,2
2913,1,6
2914,0,4
2915,0,2
2916,0,5
2917,0,6
2918,1,2
2919,1,2
2920,0,2
2921,1,3
2922,0,9
2923,0,5
2924,1,8
2925,1,2
2926,0,2
2927,0,2
2928,1,2
2929,0,2
2930,0,2
2931,0,2
2932,0,6
2933,0,2
2934,0,2
2935,0,2
2936,1,6
2937,0,9
2938,1,0
2939,1,2
2940,0,3
2941,0,0
2942,1,2
2943,0,2
2944,0,0
2945,1,2
2946,0,2
2947,0,9
2948,1,6
2949,1,1
2950,0,2
2951,0,6
2952,0,2
2953,1,2
2954,0,2
2955,0,2
2956,1,2
2957,1,6
2958,0,2
2959,1,8
2960,1,4
2961,0,8
2962,0,2
2963,0,4
2964,1,3
2965,0,4
2966,1,2
2967,0,2
2968,1,0
2969,0,4
2970,0,2
2971,0,4
2972,0,2
2973,1,0
2974,0,2
2975,0,3
2976,1,2
2977,1,2
2978,0,2
2979,0,2
2980,0,9
2981,0,9
2982,1,2
2983,0,4
2984,1,2
2985,1,2
2986,0,9
2987,1,2
2988,1,3
2989,0,5
2990,1,2
2991,0,2
2992,0,2
2993,1,8
2994,0,6
2995,0,2
2996,1,8
2997,0,2
2998,1,6
2999,0,2
3000,1,8
3001,0,7
3002,1,2
3003,0,2
3004,1,8
3005,0,0
3006,1,0
3007,1,1
3008,1,2
3009,0,4
3010,0,2
3011,1,7
3012,1,0
3013,0,2
3014,1,0
3015,0,2
3016,1,8
3017,0,2
3018,1,7
3019,1,1
3020,1,2
3021,1,2
3022,1,0
3023,0,2
3024,0,2
3025,0,2
3026,1,0
3027,1,2
3028,0,2
3029,0,4
3030,0,4
3031,1,1
3032,1,2
3033,1,2
3034,1,2
3035,1,7
3036,0,2
3037,0,0
3038,0,0
3039,1,2
3040,0,4
3041,0,0
3042,0,5
3043,1,8
3044,0,6
3045,1,2
3046,0,4
3047,1,1
3048,0,9
3049,0,2
3050,0,2
3051,1,2
3052,0,6
3053,1,8
3054,0,9
3055,1,1
3056,1,7
3057,1,1
3058,0,3
3059,0,5
3060,1,0
3061,1,2
3062,1,2
3063,1,8
3064,1,2
3065,1,2
3066,0,4
3067,1,2
3068,1,0
3069,0,5
3070,1,8
3071,1,0
3072,0,4
3073,0,0
3074,1,0
3075,0,2
3076,0,4
3077,1,1
3078,1,6
3079,0,0
3080,1,4
3081,1,5
3082,1,2
3083,1,2
3084,1,8
3085,1,5
3086,1,3
3087,1,8
3088,1,2
3089,0,6
3090,1,5
3091,1,0
3092,0,7
3093,1,2
3094,0,9
3095,0,6
3096,1,8
3097,1,2
3098,1,2
3099,1,1
3100,0,2
3101,0,2
3102,0,0
3103,1,2
3104,0,2
3105,0,9
3106,0,2
3107,1,2
3108,1,2
3109,1,2
3110,0,2
3111,0,2
3112,1,4
3113,1,3
3114,1,1
3115,1,5
3116,1,8
3117,1,2
3118,1,2
3119,0,2
3120,1,0
3121,0,2
3122,0,0
3123,0,2
3124,0,6
3125,1,5
3126,1,2
3127,0,9
3128,0,2
3129,1,7
3130,1,4
3131,1,4
3132,1,2
3133,0,0
3134,0,2
3135,0,2
3136,1,2
3137,1,2
3138,1,6
3139,1,2
3140,1,8
3141,0,2
3142,0,2
3143,0,4
3144,0,9
3145,0,2
3146,1,2
3147,0,2
3148,0,4
3149,1,2
3150,0,4
3151,0,2
3152,1,2
3153,1,8
3154,1,8
3155,1,2
3156,1,0
3157,0,2
3158,0,7
3159,0,2
3160,1,2
3161,0,2
3162,1,8
3163,1,2
3164,1,2
3165,1,6
3166,0,6
3167,1,4
3168,0,2
3169,0,9
3170,1,2
3171,0,2
3172,1,5
3173,0,2
3174,1,2
3175,1,0
3176,1,6
3177,0,2
3178,1,1
3179,1,3
3180,0,2
3181,1,0
3182,0,4
3183,0,2
3184,0,0
3185,0,0
3186,0,2
3187,1,0
3188,0,2
3189,0,0
3190,0,4
3191,1,0
3192,1,1
3193,0,0
3194,0,2
3195,0,3
3196,0,5
3197,1,2
3198,0,2
3199,1,2
3200,1,3
3201,0,4
3202,1,0
3203,1,7
3204,0,2
3205,1,2
3206,0,9
3207,1,7
3208,0,2
3209,0,3
3210,1,2
3211,1,8
3212,1,2
3213,0,2
3214,1,8
3215,0,2
3216,0,2
3217,1,5
3218,1,5
3219,0,8
3220,0,2
3221,0,5
3222,0,0
3223,0,9
3224,1,2
3225,1,0
3226,1,2
3227,0,9
3228,1,5
3229,0,2
3230,0,2
3231,0,0
3232,1,2
3233,1,0
3234,1,4
3235,0,2
3236,1,2
3237,0,2
3238,1,6
3239,0,9
3240,1,5
3241,1,5
3242,0,2
3243,1,1
3244,1,4
3245,0,7
3246,1,9
3247,0,6
3248,1,2
3249,1,0
3250,1,5
3251,0,2
3252,1,2
3253,0,7
3254,1,2
3255,1,8
3256,0,4
3257,1,5
3258,1,2
3259,1,0
3260,1,2
3261,1,9
3262,1,2
3263,0,2
3264,1,2
3265,1,6
3266,0,9
3267,1,2
3268,1,2
3269,0,0
3270,0,0
3271,1,6
3272,0,0
3273,0,2
3274,0,2
3275,1,8
3276,1,2
3277,1,5
3278,0,0
3279,0,9
3280,1,2
3281,0,9
3282,0,4
3283,1,5
3284,1,2
3285,0,0
3286,0,2
3287,0,9
3288,1,7
3289,0,2
3290,1,2
3291,0,4
3292,0,6
3293,1,2
3294,0,9
3295,1,6
3296,1,2
3297,0,4
3298,1,0
3299,1,8
3300,0,2
3301,1,2
3302,1,2
3303,1,2
3304,0,5
3305,0,2
3306,0,2
3307,0,2
3308,1,2
3309,1,8
3310,0,2
3311,1,8
3312,0,5
3313,0,4
3314,0,2
3315,1,8
3316,1,2
3317,0,0
3318,1,7
3319,0,2
3320,1,1
3321,1,2
3322,1,2
3323,0,2
3324,0,4
3325,0,2
3326,0,9
3327,1,2
3328,1,0
3329,0,3
3330,1,2
3331,0,2
3332,0,2
3333,1,2
3334,1,2
3335,0,9
3336,1,2
3337,1,6
3338,0,2
3339,0,9
3340,0,4
3341,1,2
3342,1,2
3343,0,9
3344,1,2
3345,0,4
3346,1,2
3347,1,8
3348,1,5
3349,0,6
3350,1,0
3351,0,0
3352,1,2
3353,0,4
3354,0,0
3355,1,9
3356,0,2
3357,0,2
3358,0,9
3359,1,1
3360,0,6
3361,0,2
3362,0,9
3363,1,6
3364,0,2
3365,0,0
3366,1,8
3367,1,2
3368,1,7
3369,0,9
3370,1,0
3371,0,4
3372,0,9
3373,1,2
3374,0,9
3375,0,5
3376,1,5
3377,1,0
3378,0,2
3379,0,2
3380,0,2
3381,1,2
3382,0,4
3383,0,2
3384,0,7
3385,0,2
3386,0,3
3387,0,7
3388,0,6
3389,1,0
3390,0,2
3391,0,2
3392,1,0
3393,0,2
3394,0,5
3395,0,4
3396,0,2
3397,1,2
3398,1,2
3399,0,2
3400,1,2
3401,0,2
3402,1,0
3403,1,2
3404,1,2
3405,1,2
3406,1,1
3407,0,0
3408,1,2
3409,0,0
3410,0,5
3411,1,1
3412,1,2
3413,0,8
3414,1,2
3415,0,2
3416,0,2
3417,0,2
3418,1,3
3419,0,2
3420,0,2
3421,1,5
3422,1,4
3423,0,4
3424,0,0
3425,0,5
3426,0,5
3427,1,5
3428,1,2
3429,0,6
3430,1,2
3431,1,2
3432,1,2
3433,1,5
3434,0,2
3435,1,0
3436,1,1
3437,1,2
3438,1,7
3439,1,0
3440,1,1
3441,0,9
3442,1,3
3443,0,9
3444,1,0
3445,1,7
3446,0,2
3447,0,2
3448,0,2
3449,0,2
3450,0,2
3451,1,2
3452,0,2
3453,0,2
3454,0,8
3455,0,2
3456,0,0
3457,1,8
3458,1,2
3459,0,6
3460,0,9
3461,0,2
3462,0,2
3463,1,2
3464,1,2
3465,0,2
3466,0,2
3467,1,8
3468,0,0
3469,1,2
3470,1,2
3471,0,2
3472,0,0
3473,0,0
3474,1,2
3475,1,0
3476,0,2
3477,1,2
3478,0,2
3479,1,8
3480,0,0
3481,1,2
3482,0,2
3483,1,0
3484,0,8
3485,0,2
3486,1,2
3487,1,7
3488,1,0
3489,0,0
3490,0,9
3491,1,8
3492,1,2
3493,1,3
3494,0,2
3495,1,2
3496,1,2
3497,1,1
3498,0,4
3499,1,2
3500,0,2
3501,0,7
3502,0,7
3503,1,6
3504,1,0
3505,1,0
3506,1,2
3507,1,2
3508,0,7
3509,1,4
3510,0,0
3511,1,2
3512,0,9
3513,0,2
3514,0,2
3515,1,9
3516,0,9
3517,0,9
3518,1,8
3519,0,2
3520,0,2
3521,1,2
3522,0,9
3523,1,5
3524,0,2
3525,0,2
3526,1,2
3527,0,2
3528,1,6
3529,0,6
3530,1,1
3531,1,2
3532,1,2
3533,1,0
3534,1,2
3535,0,2
3536,0,2
3537,0,9
3538,0,7
3539,0,9
3540,1,2
3541,0,4
3542,1,8
3543,1,2
3544,0,2
3545,0,3
3546,0,5
3547,1,1
3548,1,2
3549,1,6
3550,0,5
3551,0,9
3552,0,2
3553,0,9
3554,1,2
3555,0,2
3556,1,0
3557,1,2
3558,0,4
3559,1,2
3560,0,9
3561,1,1
3562,0,2
3563,0,9
3564,1,2
3565,0,0
3566,1,2
3567,0,7
3568,0,5
3569,1,2
3570,0,9
3571,0,9
3572,0,2
3573,1,1
3574,0,2
3575,0,0
3576,1,2
3577,1,2
3578,0,2
3579,1,8
3580,0,2
3581,0,2
3582,0,7
3583,0,2
3584,0,0
3585,1,0
3586,1,3
3587,1,2
3588,1,2
3589,0,4
3590,0,4
3591,0,2
3592,0,4
3593,0,2
3594,0,2
3595,1,2
3596,1,0
3597,1,2
3598,0,2
3599,0,2
3600,0,4
3601,1,2
3602,1,2
3603,0,2
3604,0,2
3605,1,2
3606,1,9
3607,1,0
3608,0,7
3609,0,9
3610,0,0
3611,1,2
3612,1,6
3613,1,2
3614,1,2
3615,0,7
3616,0,0
3617,1,0
3618,1,2
3619,1,7
3620,1,4
3621,0,7
3622,1,0
3623,0,2
3624,1,2
3625,1,2
3626,1,5
3627,1,8
3628,0,5
3629,0,4
3630,1,0
3631,1,2
3632,1,1
3633,1,9
3634,0,2
3635,1,2
3636,1,8
3637,1,2
3638,1,2
3639,0,4
3640,1,6
3641,1,1
3642,0,9
3643,1,2
3644,0,9
3645,1,2
3646,0,2
3647,1,1
3648,0,4
3649,1,2
3650,1,6
3651,1,2
3652,0,5
3653,0,2
3654,1,2
3655,1,2
3656,1,2
3657,1,8
3658,0,2
3659,0,2
3660,0,5
3661,0,0
3662,1,3
3663,1,8
3664,0,6
3665,1,2
3666,0,2
3667,0,7
3668,0,9
3669,1,2
3670,0,2
3671,1,2
3672,1,0
3673,0,2
3674,1,2
3675,1,8
3676,0,2
3677,1,1
3678,0,0
3679,1,0
3680,0,4
3681,1,6
3682,0,2
3683,1,8
3684,0,5
3685,1,2
3686,0,2
3687,0,0
3688,0,9
3689,0,0
3690,1,2
3691,0,9
3692,0,0
3693,1,4
3694,0,2
3695,0,2
3696,1,8
3697,1,2
3698,0,2
3699,0,2
3700,0,2
3701,0,2
3702,0,2
3703,1,2
3704,1,2
3705,0,2
3706,1,1
3707,0,2
3708,1,1
3709,0,9
3710,0,5
3711,0,2
3712,1,2
3713,1,5
3714,1,2
3715,0,2
3716,1,5
3717,0,0
3718,1,2
3719,0,5
3720,0,2
3721,1,2
3722,1,2
3723,1,2
3724,1,1
3725,1,2
3726,0,2
3727,0,2
3728,0,5
3729,0,4
3730,1,8
3731,0,3
3732,0,9
3733,0,0
3734,0,2
3735,1,5
3736,0,4
3737,0,2
3738,1,2
3739,1,2
3740,1,2
3741,1,0
3742,1,0
3743,0,0
3744,0,0
3745,1,0
3746,1,7
3747,1,6
3748,1,2
3749,0,2
3750,1,2
3751,1,2
3752,0,2
3753,0,2
3754,1,2
3755,1,1
3756,1,8
3757,1,2
3758,0,4
3759,0,9
3760,0,2
3761,0,9
3762,0,2
3763,1,2
3764,0,2
3765,0,9
3766,1,2
3767,1,2
3768,1,2
3769,1,8
3770,0,6
3771,0,5
3772,0,4
3773,1,2
3774,0,9
3775,0,2
3776,1,0
3777,1,2
3778,0,2
3779,0,3
3780,0,9
3781,1,8
3782,1,2
3783,1,9
3784,0,2
3785,0,2
3786,0,2
3787,0,2
3788,0,2
3789,1,2
3790,0,2
3791,0,4
3792,1,8
3793,1,8
3794,0,4
3795,0,2
3796,0,2
3797,0,2
3798,0,2
3799,0,6
3800,0,7
3801,1,5
3802,0,0
3803,0,9
3804,0,4
3805,0,2
3806,0,5
3807,0,2
3808,0,5
3809,0,4
3810,1,0
3811,0,4
3812,0,2
3813,1,8
3814,1,2
3815,1,0
3816,1,1
3817,0,4
3818,0,5
3819,0,2
3820,1,9
3821,0,2
3822,0,2
3823,1,2
3824,1,5
3825,1,9
3826,0,9
3827,1,0
3828,0,2
3829,0,2
3830,1,0
3831,1,2
3832,1,1
3833,1,2
3834,0,9
3835,0,7
3836,0,2
3837,0,2
3838,0,6
3839,1,8
3840,1,2
3841,1,2
3842,0,6
3843,1,7
3844,0,5
3845,0,2
3846,1,0
3847,1,2
3848,0,5
3849,0,9
3850,1,2
3851,0,2
3852,0,2
3853,0,2
3854,0,2
3855,1,6
3856,1,2
3857,1,2
3858,1,2
3859,0,2
3860,0,2
3861,1,0
3862,0,2
3863,0,9
3864,1,2
3865,0,2
3866,0,4
3867,0,2
3868,1,8
3869,1,8
3870,1,2
3871,0,5
3872,0,2
3873,1,1
3874,0,9
3875,1,7
3876,0,2
3877,0,9
3878,0,2
3879,0,4
3880,0,2
3881,1,2
3882,0,9
3883,0,2
3884,0,2
3885,0,4
3886,1,2
3887,0,2
3888,0,2
3889,0,3
3890,0,3
3891,0,2
3892,0,6
3893,1,2
3894,1,2
3895,1,1
3896,1,8
3897,1,2
3898,0,8
3899,1,1
3900,0,2
3901,1,3
3902,0,7
3903,0,5
3904,0,8
3905,0,2
3906,0,9
3907,1,1
3908,1,0
3909,1,0
3910,0,4
3911,1,3
3912,0,0
3913,0,3
3914,1,2
3915,0,2
3916,1,5
3917,1,8
3918,0,2
3919,0,2
3920,0,9
3921,0,2
3922,0,2
3923,1,5
3924,1,2
3925,1,2
3926,1,2
3927,0,2
3928,0,3
3929,1,2
3930,1,9
3931,1,2
3932,0,4
3933,0,4
3934,1,2
3935,1,6
3936,1,2
3937,0,2
3938,0,4
3939,1,0
3940,0,6
3941,1,2
3942,1,2
3943,0,2
3944,1,2
3945,0,4
3946,0,3
3947,0,9
3948,1,2
3949,1,0
3950,0,2
3951,1,2
3952,0,2
3953,1,0
3954,1,6
3955,0,4
3956,0,9
3957,1,3
3958,1,1
3959,0,0
3960,0,6
3961,0,2
3962,0,4
3963,1,2
3964,1,9
3965,0,7
3966,1,8
3967,0,2
3968,1,1
3969,0,2
3970,1,0
3971,1,2
3972,1,0
3973,1,1
3974,1,2
3975,1,8
3976,1,2
3977,0,2
3978,0,2
3979,0,2
3980,1,3
3981,0,2
3982,1,1
3983,1,0
3984,1,2
3985,0,0
3986,0,5
3987,1,2
3988,0,9
3989,0,2
3990,0,9
3991,0,2
3992,0,5
3993,0,2
3994,1,1
3995,0,3
3996,1,2
3997,1,2
3998,0,6
3999,1,9
4000,1,2
4001,0,9
4002,0,5
4003,0,2
4004,1,2
4005,1,2
4006,0,2
4007,0,2
4008,0,9
4009,0,2
4010,0,2
4011,1,5
4012,1,8
4013,0,2
4014,0,2
4015,0,2
4016,1,1
4017,0,2
4018,1,0
4019,1,6
4020,1,2
4021,0,2
4022,1,1
4023,1,2
4024,0,9
4025,0,2
4026,0,2
4027,1,2
4028,0,2
4029,0,5
4030,1,8
4031,0,0
4032,1,0
4033,1,2
4034,0,2
4035,1,0
4036,1,1
4037,1,2
4038,0,2
4039,1,7
4040,0,9
4041,0,2
4042,1,2
4043,1,2
4044,0,2
4045,1,2
4046,0,5
4047,1,2
4048,1,0
4049,0,9
4050,0,7
4051,1,3
4052,0,2
4053,0,2
4054,1,2
4055,0,9
4056,1,2
4057,0,2
4058,0,0
4059,0,2
4060,1,6
4061,0,7
4062,0,4
4063,0,2
4064,0,2
4065,0,9
4066,0,2
4067,1,7
4068,0,2
4069,1,1
4070,0,2
4071,1,2
4072,1,2
4073,0,9
4074,0,2
4075,1,8
4076,0,2
4077,0,5
4078,1,1
4079,1,6
4080,0,2
4081,0,2
4082,0,9
4083,0,2
4084,0,2
4085,0,4
4086,1,6
4087,0,9
4088,1,8
4089,1,2
4090,0,0
4091,1,1
4092,0,7
4093,1,1
4094,0,0
4095,0,2
4096,1,4
4097,1,8
4098,0,2
4099,1,5
4100,0,2
4101,1,2
4102,1,6
4103,0,2
4104,1,2
4105,1,8
4106,1,2
4107,0,2
4108,1,2
4109,0,4
4110,0,2
4111,1,9
4112,1,8
4113,1,7
4114,1,8
4115,1,8
4116,1,8
4117,0,4
4118,0,4
4119,1,2
4120,0,4
4121,0,2
4122,0,6
4123,0,2
4124,0,0
4125,0,6
4126,1,6
4127,1,2
4128,0,2
4129,1,2
4130,0,0
4131,1,8
4132,1,2
4133,1,5
4134,1,2
4135,1,2
4136,1,8
