,0,1
1702,0,0
1703,0,2
1704,1,6
1705,0,2
1706,0,0
1707,1,2
1708,0,0
1709,0,3
1710,1,8
1711,0,9
1712,0,6
1713,1,1
1714,1,8
1715,0,9
1716,1,2
1717,0,0
1718,0,2
1719,1,0
1720,0,6
1721,1,1
1722,0,2
1723,1,2
1724,0,9
1725,0,3
1726,0,2
1727,0,2
1728,1,7
1729,1,5
1730,1,3
1731,0,4
1732,1,5
1733,0,2
1734,0,0
1735,1,2
1736,1,2
1737,0,0
1738,0,4
1739,0,2
1740,1,8
1741,1,2
1742,1,2
1743,1,4
1744,1,0
1745,0,9
1746,0,9
1747,1,2
1748,1,9
1749,1,2
1750,0,4
1751,1,2
1752,1,6
1753,1,8
1754,0,7
1755,1,1
1756,0,9
1757,0,5
1758,1,2
1759,1,7
1760,0,2
1761,1,2
1762,0,2
1763,0,4
1764,1,6
1765,0,9
1766,0,5
1767,1,2
1768,1,2
1769,1,6
1770,0,2
1771,0,2
1772,0,4
1773,0,2
1774,1,0
1775,1,6
1776,1,0
1777,1,2
1778,0,6
1779,0,9
1780,1,6
1781,1,2
1782,1,1
1783,1,9
1784,1,8
1785,0,2
1786,1,8
1787,0,2
1788,0,2
1789,0,4
1790,0,5
1791,1,2
1792,1,2
1793,0,0
1794,0,2
1795,0,4
1796,0,2
1797,0,2
1798,0,2
1799,1,8
1800,0,2
1801,0,9
1802,0,4
1803,1,8
1804,0,2
1805,0,5
1806,1,7
1807,1,8
1808,0,5
1809,1,2
1810,1,2
1811,1,8
1812,1,2
1813,1,2
1814,1,2
1815,0,2
1816,1,6
1817,1,0
1818,0,2
1819,1,2
1820,0,2
1821,0,2
1822,1,2
1823,0,3
1824,0,5
1825,0,2
1826,1,7
1827,0,3
1828,0,2
1829,1,4
1830,1,2
1831,0,2
1832,0,4
1833,0,0
1834,1,7
1835,0,4
1836,0,4
1837,0,9
1838,1,8
1839,1,8
1840,0,6
1841,0,7
1842,0,9
1843,1,2
1844,0,2
1845,1,2
1846,0,5
1847,0,4
1848,0,9
1849,0,8
1850,1,2
1851,0,6
1852,1,2
1853,0,7
1854,0,2
1855,1,2
1856,1,1
1857,0,2
1858,0,2
1859,0,5
1860,1,3
1861,0,2
1862,1,6
1863,0,2
1864,1,1
1865,0,5
1866,1,2
1867,0,4
1868,1,2
1869,0,7
1870,0,9
1871,1,8
1872,1,0
1873,0,4
1874,0,0
1875,1,0
1876,0,0
1877,0,2
1878,0,0
1879,0,9
1880,0,2
1881,1,2
1882,0,2
1883,0,4
1884,1,1
1885,1,8
1886,1,8
1887,1,2
1888,0,2
1889,1,0
1890,1,8
1891,0,0
1892,1,2
1893,1,4
1894,1,3
1895,1,0
1896,0,4
1897,0,2
1898,1,1
1899,0,2
1900,0,2
1901,1,0
1902,0,2
1903,1,9
1904,0,2
1905,1,5
1906,1,3
1907,0,2
1908,0,9
1909,0,2
1910,1,1
1911,0,4
1912,0,2
1913,1,6
1914,0,4
1915,0,5
1916,1,2
1917,0,9
1918,1,5
1919,1,5
1920,0,8
1921,0,6
1922,0,2
1923,0,9
1924,0,6
1925,1,0
1926,0,5
1927,0,0
1928,0,9
1929,1,2
1930,1,2
1931,0,4
1932,1,8
1933,1,0
1934,1,8
1935,0,5
1936,0,7
1937,0,2
1938,0,2
1939,1,5
1940,1,8
1941,1,1
1942,0,0
1943,0,2
1944,1,2
1945,1,0
1946,1,2
1947,0,2
1948,1,7
1949,1,2
1950,0,2
1951,1,2
1952,1,2
1953,0,2
1954,0,2
1955,0,2
1956,0,7
1957,0,2
1958,0,2
1959,0,2
1960,0,2
1961,0,0
1962,1,0
1963,0,0
1964,0,2
1965,1,8
1966,1,6
1967,1,2
1968,1,0
1969,0,6
1970,1,0
1971,0,2
1972,1,0
1973,1,2
1974,1,1
1975,0,2
1976,0,5
1977,0,9
1978,0,7
1979,1,3
1980,0,2
1981,0,9
1982,1,2
1983,1,1
1984,1,1
1985,0,2
1986,1,2
1987,1,2
1988,1,2
1989,1,4
1990,0,2
1991,1,8
1992,1,2
1993,0,8
1994,0,0
1995,1,2
1996,1,4
1997,1,8
1998,1,5
1999,0,2
2000,0,4
2001,1,1
2002,0,7
2003,0,7
2004,0,2
2005,0,9
2006,1,0
2007,0,0
2008,0,2
2009,1,3
2010,0,2
2011,1,2
2012,1,2
2013,0,5
2014,1,8
2015,1,4
2016,1,5
2017,1,2
2018,0,2
2019,0,4
2020,1,0
2021,0,6
2022,1,3
2023,0,2
2024,1,2
2025,0,0
2026,0,0
2027,1,2
2028,0,9
2029,1,2
2030,1,2
2031,1,0
2032,0,9
2033,0,6
2034,1,2
2035,0,0
2036,0,2
2037,1,2
2038,0,3
2039,1,3
2040,1,2
2041,0,7
2042,1,4
2043,1,9
2044,1,1
2045,0,2
2046,1,2
2047,1,6
2048,1,8
2049,0,2
2050,0,2
2051,0,5
2052,0,2
2053,0,2
2054,0,5
2055,1,1
2056,1,7
2057,0,9
2058,1,2
2059,0,2
2060,0,0
2061,1,2
2062,0,4
2063,0,2
2064,0,7
2065,1,2
2066,0,9
2067,0,2
2068,1,6
2069,0,7
2070,1,2
2071,1,1
2072,0,2
2073,0,2
2074,1,9
2075,1,6
2076,0,2
2077,1,1
2078,0,9
2079,1,0
2080,0,6
2081,0,2
2082,1,2
2083,0,9
2084,0,7
2085,0,2
2086,1,2
2087,0,4
2088,0,0
2089,1,8
2090,0,2
2091,0,4
2092,0,2
2093,1,5
2094,0,6
2095,1,4
2096,1,2
2097,1,2
2098,0,2
2099,1,2
2100,0,0
2101,1,2
2102,0,2
2103,1,7
2104,0,5
2105,1,2
2106,0,2
2107,1,8
2108,1,2
2109,1,1
2110,1,9
2111,1,3
2112,1,2
2113,0,9
2114,1,2
2115,0,2
2116,1,0
2117,0,2
2118,1,1
2119,0,0
2120,1,2
2121,0,2
2122,1,2
2123,0,5
2124,0,7
2125,1,3
2126,0,9
2127,1,8
2128,1,9
2129,1,8
2130,1,0
2131,1,8
2132,0,3
2133,0,5
2134,0,2
2135,0,4
2136,0,5
2137,1,1
