,0
0,0.32624971176746553
1,0.30124728281143853
2,0.29024704448126726
3,0.28162227626846725
4,0.2823739181148117
5,0.2802487611811568
6,0.27962407250940335
7,0.28162407329065364
8,0.2809996984862104
9,0.27587399287070036
10,0.27537313344653636
11,0.2782497745116308
12,0.27674891567340454
13,0.27424828979425386
14,0.2783741495113865
