,0
0,0.3603619082468392
1,0.3047450948223027
2,0.2756287576674835
3,0.2721235227533292
4,0.2688725059072289
5,0.2648785990736715
6,0.2553767198737187
7,0.2558782035168763
8,0.2520012505375979
9,0.25712422104461763
10,0.2521274221689149
11,0.2515003906251525
12,0.25687734536224416
13,0.2561254711427622
14,0.25500195419998206
