,0
0,0.3485012782719836
1,0.29650079663117057
2,0.2747526630381496
3,0.26787352080020344
4,0.26262750434668136
5,0.2625003942384353
6,0.2558806263205572
7,0.2585007046877752
8,0.25350164150454746
9,0.25337437543920927
10,0.25775156430725166
11,0.2505023435067748
12,0.255501172656708
13,0.25350195390701313
14,0.2582543769060066
